Gene stable ID,NCBI gene (formerly Entrezgene) ID,HGNC symbol
ENSG00000197905,7004,TEAD4
ENSG00000007866,7005,TEAD3
ENSG00000135605,7006,TEC
ENSG00000139644,7009,TMBIM6
ENSG00000156970,701,BUB1B
ENSG00000120156,7010,TEK
ENSG00000164362,7015,TERT
ENSG00000091513,7018,TF
ENSG00000108064,7019,TFAM
ENSG00000090447,7023,TFAP4
ENSG00000198176,7027,TFDP1
ENSG00000114126,7029,TFDP2
ENSG00000068323,7030,TFE3
ENSG00000160182,7031,TFF1
ENSG00000003436,7035,TFPI
ENSG00000106327,7036,TFR2
ENSG00000072274,7037,TFRC
ENSG00000042832,7038,TG
ENSG00000163235,7039,TGFA
ENSG00000105329,7040,TGFB1
ENSG00000092969,7042,TGFB2
ENSG00000119699,7043,TGFB3
ENSG00000143768,7044,LEFTY2
ENSG00000106799,7046,TGFBR1
ENSG00000163513,7048,TGFBR2
ENSG00000177426,7050,TGIF1
ENSG00000198959,7052,TGM2
ENSG00000180176,7054,TH
ENSG00000178726,7056,THBD
ENSG00000137801,7057,THBS1
ENSG00000186340,7058,THBS2
ENSG00000169231,7059,THBS3
ENSG00000100300,706,TSPO
ENSG00000113296,7060,THBS4
ENSG00000172009,7064,THOP1
ENSG00000090534,7066,THPO
ENSG00000126351,7067,THRA
ENSG00000151090,7068,THRB
ENSG00000154096,7070,THY1
ENSG00000156299,7074,TIAM1
ENSG00000102265,7076,TIMP1
ENSG00000100234,7078,TIMP3
ENSG00000277401,7082,TJP1
ENSG00000104067,7082,TJP1
ENSG00000167900,7083,TK1
ENSG00000166548,7084,TK2
ENSG00000163931,7086,TKT
ENSG00000196781,7088,TLE1
ENSG00000065717,7089,TLE2
ENSG00000140332,7090,TLE3
ENSG00000106829,7091,TLE4
ENSG00000137076,7094,TLN1
ENSG00000008952,7095,SEC62
ENSG00000174125,7096,TLR1
ENSG00000137462,7097,TLR2
ENSG00000164342,7098,TLR3
ENSG00000136869,7099,TLR4
ENSG00000184009,71,ACTG1
ENSG00000149131,710,SERPING1
ENSG00000187554,7100,TLR5
ENSG00000156298,7102,TSPAN7
ENSG00000149809,7108,TM7SF2
ENSG00000184012,7113,TMPRSS2
ENSG00000205542,7114,TMSB4X
ENSG00000173372,712,C1QA
ENSG00000184113,7122,CLDN5
ENSG00000228978,7124,TNF
ENSG00000204490,7124,TNF
ENSG00000223952,7124,TNF
ENSG00000228849,7124,TNF
ENSG00000228321,7124,TNF
ENSG00000230108,7124,TNF
ENSG00000206439,7124,TNF
ENSG00000232810,7124,TNF
ENSG00000101470,7125,TNNC2
ENSG00000118503,7128,TNFAIP3
ENSG00000173369,713,C1QB
ENSG00000067182,7132,TNFRSF1A
ENSG00000028137,7133,TNFRSF1B
ENSG00000114854,7134,TNNC1
ENSG00000159173,7135,TNNI1
ENSG00000288219,7136,TNNI2
ENSG00000130598,7136,TNNI2
ENSG00000129991,7137,TNNI3
ENSG00000105048,7138,TNNT1
ENSG00000118194,7139,TNNT2
ENSG00000159189,714,C1QC
ENSG00000288250,7140,TNNT3
ENSG00000130595,7140,TNNT3
ENSG00000116147,7143,TNR
ENSG00000229353,7148,TNXB
ENSG00000236221,7148,TNXB
ENSG00000231608,7148,TNXB
ENSG00000229341,7148,TNXB
ENSG00000206258,7148,TNXB
ENSG00000233323,7148,TNXB
ENSG00000236236,7148,TNXB
ENSG00000168477,7148,TNXB
ENSG00000288512,715,C1R
ENSG00000159403,715,C1R
ENSG00000131747,7153,TOP2A
ENSG00000077097,7155,TOP2B
ENSG00000284238,7156,TOP3A
ENSG00000177302,7156,TOP3A
ENSG00000141510,7157,TP53
ENSG00000067369,7158,TP53BP1
ENSG00000143514,7159,TP53BP2
ENSG00000182326,716,C1S
ENSG00000078900,7161,TP73
ENSG00000129167,7166,TPH1
ENSG00000111669,7167,TPI1
ENSG00000140416,7168,TPM1
ENSG00000198467,7169,TPM2
ENSG00000231543,717,C2
ENSG00000206372,717,C2
ENSG00000226560,717,C2
ENSG00000204364,717,C2
ENSG00000235696,717,C2
ENSG00000235017,717,C2
ENSG00000166278,717,C2
ENSG00000143549,7170,TPM3
ENSG00000167460,7171,TPM4
ENSG00000137364,7172,TPMT
ENSG00000277603,7173,TPO
ENSG00000115705,7173,TPO
ENSG00000047410,7175,TPR
ENSG00000172236,7177,TPSAB1
ENSG00000125730,718,C3
ENSG00000166598,7184,HSP90B1
ENSG00000056558,7185,TRAF1
ENSG00000127191,7186,TRAF2
ENSG00000131323,7187,TRAF3
ENSG00000082512,7188,TRAF5
ENSG00000175104,7189,TRAF6
ENSG00000171860,719,C3AR1
ENSG00000163017,72,ACTG2
ENSG00000227746,720,C4A
ENSG00000244207,720,C4A
ENSG00000206340,720,C4A
ENSG00000244731,720,C4A
ENSG00000170893,7200,TRH
ENSG00000174417,7201,TRHR
ENSG00000087077,7205,TRIP6
ENSG00000224639,721,C4B
ENSG00000228454,721,C4B
ENSG00000236625,721,C4B
ENSG00000228267,721,C4B
ENSG00000224389,721,C4B
ENSG00000123838,722,C4BPA
ENSG00000144935,7220,TRPC1
ENSG00000138741,7222,TRPC3
ENSG00000133107,7223,TRPC4
ENSG00000072315,7224,TRPC5
ENSG00000137672,7225,TRPC6
ENSG00000142185,7226,TRPM2
ENSG00000288859,723790,H2AC19
ENSG00000165699,7248,TSC1
ENSG00000103197,7249,TSC2
ENSG00000123843,725,C4BPB
ENSG00000074319,7251,TSG101
ENSG00000134200,7252,TSHB
ENSG00000165409,7253,TSHR
ENSG00000128311,7263,TST
ENSG00000278243,7264,GFUS
ENSG00000104522,7264,GFUS
ENSG00000106804,727,C5
ENSG00000125482,7270,TTF1
ENSG00000112742,7272,TTK
ENSG00000155657,7273,TTN
ENSG00000118271,7276,TTR
ENSG00000127824,7277,TUBA4A
ENSG00000198033,7278,TUBA3C
ENSG00000268447,727837,SSX2B
ENSG00000117983,727897,MUC5B
ENSG00000172986,727936,GXYLT2
ENSG00000197405,728,C5AR1
ENSG00000137267,7280,TUBB2A
ENSG00000131462,7283,TUBG1
ENSG00000276910,728340,GTF2H2
ENSG00000275045,728340,GTF2H2
ENSG00000183474,728340,GTF2H2C
ENSG00000145736,728340,GTF2H2
ENSG00000269437,728343,NXF2B
ENSG00000285176,728358,DEFA1B
ENSG00000240247,728358,DEFA1B
ENSG00000223658,728819,C1GALT1C1L
ENSG00000234444,728927,ZNF736
ENSG00000285124,728957,ZNF705D
ENSG00000215343,728957,ZNF705D
ENSG00000039537,729,C6
ENSG00000235376,729020,RPEL1
ENSG00000172650,729092,AGAP5
ENSG00000122691,7291,TWIST1
ENSG00000117586,7292,TNFSF4
ENSG00000121807,729230,CCR2
ENSG00000185303,729238,SFTPA2
ENSG00000186827,7293,TNFRSF4
ENSG00000167676,729359,PLIN4
ENSG00000074966,7294,TXK
ENSG00000274070,729438,CASTOR2
ENSG00000136810,7295,TXN
ENSG00000260097,729597,SPDYE6
ENSG00000198431,7296,TXNRD1
ENSG00000105397,7297,TYK2
ENSG00000257446,729747,ZNF878
ENSG00000284733,729759,OR4F29
ENSG00000176890,7298,TYMS
ENSG00000077498,7299,TYR
ENSG00000214960,729920,CRPPA
ENSG00000112936,730,C7
ENSG00000204514,730051,ZNF814
ENSG00000213967,730087,ZNF726
ENSG00000284487,730094,MOSMO
ENSG00000185716,730094,MOSMO
ENSG00000092445,7301,TYRO3
ENSG00000102794,730249,ACOD1
ENSG00000223614,730291,ZNF735
ENSG00000274675,730394,GTF2H2C_2
ENSG00000011600,7305,TYROBP
ENSG00000107165,7306,TYRP1
ENSG00000160201,7307,U2AF1
ENSG00000157131,731,C8A
ENSG00000221983,7311,UBA52
ENSG00000170315,7314,UBB
ENSG00000150991,7316,UBC
ENSG00000130985,7317,UBA1
ENSG00000182179,7318,UBA7
ENSG00000077721,7319,UBE2A
ENSG00000021852,732,C8B
ENSG00000119048,7320,UBE2B
ENSG00000072401,7321,UBE2D1
ENSG00000131508,7322,UBE2D2
ENSG00000109332,7323,UBE2D3
ENSG00000170142,7324,UBE2E1
ENSG00000182247,7325,UBE2E2
ENSG00000132388,7326,UBE2G1
ENSG00000184787,7327,UBE2G2
ENSG00000186591,7328,UBE2H
ENSG00000103275,7329,UBE2I
ENSG00000176919,733,C8G
ENSG00000185651,7332,UBE2L3
ENSG00000177889,7334,UBE2N
ENSG00000244687,7335,UBE2V1
ENSG00000169139,7336,UBE2V2
ENSG00000114062,7337,UBE3A
ENSG00000116030,7341,SUMO1
ENSG00000154277,7345,UCHL1
ENSG00000163794,7349,UCN
ENSG00000113600,735,C9
ENSG00000109424,7350,UCP1
ENSG00000070010,7353,UFD1
ENSG00000148154,7357,UGCG
ENSG00000109814,7358,UGDH
ENSG00000169764,7360,UGP2
ENSG00000156096,7363,UGT2B4
ENSG00000171234,7364,UGT2B7
ENSG00000275190,7365,UGT2B10
ENSG00000109181,7365,UGT2B10
ENSG00000277132,7366,UGT2B15
ENSG00000196620,7366,UGT2B15
ENSG00000197888,7367,UGT2B17
ENSG00000174607,7368,UGT8
ENSG00000143179,7371,UCK2
ENSG00000114491,7372,UMPS
ENSG00000187955,7373,COL14A1
ENSG00000076248,7374,UNG
ENSG00000131408,7376,NR1H2
ENSG00000183696,7378,UPP1
ENSG00000100373,7380,UPK3A
ENSG00000156467,7381,UQCRB
ENSG00000010256,7384,UQCRC1
ENSG00000140740,7385,UQCRC2
ENSG00000169021,7386,UQCRFS1
ENSG00000173660,7388,UQCRH
ENSG00000126088,7389,UROD
ENSG00000188690,7390,UROS
ENSG00000162607,7398,USP1
ENSG00000147050,7403,KDM6A
ENSG00000198382,7405,UVRAG
ENSG00000224264,7407,VARS1
ENSG00000096171,7407,VARS1
ENSG00000231116,7407,VARS1
ENSG00000226589,7407,VARS1
ENSG00000227686,7407,VARS1
ENSG00000231945,7407,VARS1
ENSG00000204394,7407,VARS1
ENSG00000125753,7408,VASP
ENSG00000141968,7409,VAV1
ENSG00000160293,7410,VAV2
ENSG00000162692,7412,VCAM1
ENSG00000035403,7414,VCL
ENSG00000165280,7415,VCP
ENSG00000213585,7416,VDAC1
ENSG00000165637,7417,VDAC2
ENSG00000078668,7419,VDAC3
ENSG00000111424,7421,VDR
ENSG00000112715,7422,VEGFA
ENSG00000173511,7423,VEGFB
ENSG00000150630,7424,VEGFC
ENSG00000128564,7425,VGF
ENSG00000134086,7428,VHL
ENSG00000092820,7430,EZR
ENSG00000026025,7431,VIM
ENSG00000146469,7432,VIP
ENSG00000114812,7433,VIPR1
ENSG00000106018,7434,VIPR2
ENSG00000147852,7436,VLDLR
ENSG00000196689,7442,TRPV1
ENSG00000109072,7448,VTN
ENSG00000110799,7450,VWF
ENSG00000140105,7453,WARS1
ENSG00000015285,7454,WAS
ENSG00000115935,7456,WIPF1
ENSG00000134825,746,TMEM258
ENSG00000086730,7462,LAT2
ENSG00000166483,7465,WEE1
ENSG00000109501,7466,WFS1
ENSG00000109685,7468,NSD2
ENSG00000185049,7469,NELFA
ENSG00000134780,747,DAGLA
ENSG00000125084,7471,WNT1
ENSG00000105989,7472,WNT2
ENSG00000277626,7473,WNT3
ENSG00000277641,7473,WNT3
ENSG00000108379,7473,WNT3
ENSG00000114251,7474,WNT5A
ENSG00000115596,7475,WNT6
ENSG00000154764,7476,WNT7A
ENSG00000188064,7477,WNT7B
ENSG00000061492,7478,WNT8A
ENSG00000075290,7479,WNT8B
ENSG00000169884,7480,WNT10B
ENSG00000085741,7481,WNT11
ENSG00000134245,7482,WNT2B
ENSG00000143816,7483,WNT9A
ENSG00000276799,7484,WNT9B
ENSG00000158955,7484,WNT9B
ENSG00000184937,7490,WT1
ENSG00000100219,7494,XBP1
ENSG00000158125,7498,XDH
ENSG00000136936,7507,XPA
ENSG00000154767,7508,XPC
ENSG00000122121,7512,XPNPEP2
ENSG00000082898,7514,XPO1
ENSG00000073050,7515,XRCC1
ENSG00000196584,7516,XRCC2
ENSG00000126215,7517,XRCC3
ENSG00000152422,7518,XRCC4
ENSG00000079246,7520,XRCC5
ENSG00000176105,7525,YES1
ENSG00000166913,7529,YWHAB
ENSG00000274474,7531,YWHAE
ENSG00000108953,7531,YWHAE
ENSG00000170027,7532,YWHAG
ENSG00000128245,7533,YWHAH
ENSG00000164924,7534,YWHAZ
ENSG00000115085,7535,ZAP70
ENSG00000128016,7538,ZFP36
ENSG00000136866,7539,ZFP37
ENSG00000156925,7547,ZIC3
ENSG00000275111,7549,ZNF2
ENSG00000166526,7551,ZNF3
ENSG00000147789,7553,ZNF7
ENSG00000278129,7554,ZNF8
ENSG00000256223,7556,ZNF10
ENSG00000164631,7559,ZNF12
ENSG00000105708,7561,ZNF14
ENSG00000182141,7562,ZNF708
ENSG00000186272,7565,ZNF17
ENSG00000157429,7567,ZNF19
ENSG00000132010,7568,ZNF20
ENSG00000147118,7569,ZNF182
ENSG00000167377,7571,ZNF23
ENSG00000198393,7574,ZNF26
ENSG00000198538,7576,ZNF28
ENSG00000189180,7581,ZNF33A
ENSG00000196693,7582,ZNF33B
ENSG00000075407,7587,ZNF37A
ENSG00000133742,759,CA1
ENSG00000147124,7592,ZNF41
ENSG00000279566,7594,ZNF43
ENSG00000198521,7594,ZNF43
ENSG00000124459,7596,ZNF45
ENSG00000104267,760,CA2
ENSG00000164879,761,CA3
ENSG00000275050,7617,ZNF66
ENSG00000160229,7617,ZNF66
ENSG00000167434,762,CA4
ENSG00000185252,7625,ZNF74
ENSG00000174990,763,CA5A
ENSG00000196152,7633,ZNF79
ENSG00000198040,7637,ZNF84
ENSG00000159905,7638,ZNF221
ENSG00000278091,7639,ZNF85
ENSG00000105750,7639,ZNF85
ENSG00000213988,7643,ZNF90
ENSG00000167232,7644,ZNF91
ENSG00000131686,765,CA6
ENSG00000213973,7652,ZNF99
ENSG00000168748,766,CA7
ENSG00000178538,767,CA8
ENSG00000159885,7673,ZNF222
ENSG00000196418,7678,ZNF124
ENSG00000107159,768,CA9
ENSG00000181826,768211,RELL1
ENSG00000178597,768239,PSAPL1
ENSG00000131849,7691,ZNF132
ENSG00000125846,7692,ZNF133
ENSG00000176293,7694,ZNF135
ENSG00000196646,7695,ZNF136
ENSG00000196387,7699,ZNF140
ENSG00000131127,7700,ZNF141
ENSG00000278644,7703,PCGF2
ENSG00000277258,7703,PCGF2
ENSG00000109906,7704,ZBTB16
ENSG00000121060,7706,TRIM25
ENSG00000116809,7709,ZBTB17
ENSG00000074410,771,CA12
ENSG00000179909,7710,ZNF154
ENSG00000204920,7711,ZNF155
ENSG00000147117,7712,ZNF157
ENSG00000105497,7728,ZNF175
ENSG00000141837,773,CACNA1A
ENSG00000188629,7730,ZNF177
ENSG00000167384,7733,ZNF180
ENSG00000096654,7738,ZNF184
ENSG00000148408,774,CACNA1B
ENSG00000136870,7743,ZNF189
ENSG00000005801,7748,ZNF195
ENSG00000285479,775,CACNA1C
ENSG00000151067,775,CACNA1C
ENSG00000010539,7752,ZNF200
ENSG00000122386,7755,ZNF205
ENSG00000160321,7757,ZNF208
ENSG00000157388,776,CACNA1D
ENSG00000149050,7761,ZNF214
ENSG00000178386,7766,ZNF223
ENSG00000267680,7767,ZNF224
ENSG00000256294,7768,ZNF225
ENSG00000167380,7769,ZNF226
ENSG00000198216,777,CACNA1E
ENSG00000131115,7770,ZNF227
ENSG00000062370,7771,ZNF112
ENSG00000278318,7772,ZNF229
ENSG00000159882,7773,ZNF230
ENSG00000170385,7779,SLC30A1
ENSG00000102001,778,CACNA1F
ENSG00000139625,7786,MAP3K12
ENSG00000081248,779,CACNA1S
ENSG00000285443,7791,ZYX
ENSG00000159840,7791,ZYX
ENSG00000116731,7799,PRDM2
ENSG00000163879,7802,DNALI1
ENSG00000162511,7805,LAPTM5
ENSG00000281000,780854,SNORD3D
ENSG00000153956,781,CACNA2D1
ENSG00000067191,782,CACNB1
ENSG00000165995,783,CACNB2
ENSG00000159388,7832,BTG2
ENSG00000167535,784,CACNB3
ENSG00000115275,7841,MOGS
ENSG00000167552,7846,TUBA1A
ENSG00000125618,7849,PAX8
ENSG00000182389,785,CACNB4
ENSG00000115590,7850,IL1R2
ENSG00000121966,7852,CXCR4
ENSG00000163251,7855,FZD5
ENSG00000108878,786,CACNG1
ENSG00000114738,7867,MAPKAPK3
ENSG00000012171,7869,SEMA3B
ENSG00000187555,7874,USP7
ENSG00000075785,7879,RAB7A
ENSG00000178537,788,SLC25A20
ENSG00000118004,78989,COLEC11
ENSG00000084774,790,CAD
ENSG00000167397,79001,VKORC1
ENSG00000132207,79008,SLX1A
ENSG00000181625,79008,SLX1B
ENSG00000006625,79017,GGCT
ENSG00000075188,79023,NUP37
ENSG00000124942,79026,AHNAK
ENSG00000159063,79053,ALG8
ENSG00000144481,79054,TRPM8
ENSG00000169696,79058,ASPSCR1
ENSG00000198925,79065,ATG9A
ENSG00000170522,79071,ELOVL6
ENSG00000179958,79077,DCTPP1
ENSG00000182858,79087,ALG12
ENSG00000130818,79088,ZNF426
ENSG00000141527,79092,CARD14
ENSG00000128965,79094,CHAC1
ENSG00000119487,79109,MAPKAP1
ENSG00000108771,79132,DHX58
ENSG00000101247,79133,NDUFAF5
ENSG00000136986,79139,DERL1
ENSG00000275118,79143,MBOAT7
ENSG00000278519,79143,MBOAT7
ENSG00000277923,79143,MBOAT7
ENSG00000278322,79143,MBOAT7
ENSG00000277733,79143,MBOAT7
ENSG00000274194,79143,MBOAT7
ENSG00000277025,79143,MBOAT7
ENSG00000276935,79143,MBOAT7
ENSG00000273592,79143,MBOAT7
ENSG00000125505,79143,MBOAT7
ENSG00000181027,79147,FKRP
ENSG00000112294,7915,ALDH5A1
ENSG00000102886,79153,GDPD3
ENSG00000275397,79154,DHRS11
ENSG00000278535,79154,DHRS11
ENSG00000111670,79158,GNPTAB
ENSG00000275584,79168,LILRA6
ENSG00000277177,79168,LILRA6
ENSG00000275539,79168,LILRA6
ENSG00000274148,79168,LILRA6
ENSG00000244482,79168,LILRA6
ENSG00000088876,79175,ZNF343
ENSG00000259431,79178,THTPA
ENSG00000185515,79184,BRCC3
ENSG00000225859,7919,DDX39B
ENSG00000235439,7919,DDX39B
ENSG00000225073,7919,DDX39B
ENSG00000237889,7919,DDX39B
ENSG00000230624,7919,DDX39B
ENSG00000215425,7919,DDX39B
ENSG00000229496,7919,DDX39B
ENSG00000198563,7919,DDX39B
ENSG00000231488,7920,ABHD16A
ENSG00000206403,7920,ABHD16A
ENSG00000224552,7920,ABHD16A
ENSG00000236063,7920,ABHD16A
ENSG00000230475,7920,ABHD16A
ENSG00000235676,7920,ABHD16A
ENSG00000204427,7920,ABHD16A
ENSG00000229802,7922,SLC39A7
ENSG00000206288,7922,SLC39A7
ENSG00000227402,7922,SLC39A7
ENSG00000226614,7922,SLC39A7
ENSG00000224399,7922,SLC39A7
ENSG00000112473,7922,SLC39A7
ENSG00000131652,79228,THOC6
ENSG00000228357,7923,HSD17B8
ENSG00000232357,7923,HSD17B8
ENSG00000225312,7923,HSD17B8
ENSG00000112474,7923,HSD17B8
ENSG00000228712,7923,HSD17B8
ENSG00000204228,7923,HSD17B8
ENSG00000130544,79230,ZNF557
ENSG00000277495,79290,OR13A1
ENSG00000256574,79290,OR13A1
ENSG00000230301,79295,OR5H6
ENSG00000273085,79296,OR52E1
ENSG00000104327,793,CALB1
ENSG00000197938,79310,OR5H2
ENSG00000176281,79317,OR4K5
ENSG00000206467,7932,OR2H2
ENSG00000224319,7932,OR2H2
ENSG00000227044,7932,OR2H2
ENSG00000229680,7932,OR2H2
ENSG00000229185,7932,OR2H2
ENSG00000206512,7932,OR2H2
ENSG00000204657,7932,OR2H2
ENSG00000278870,79324,OR51G1
ENSG00000258453,79334,OR11H2
ENSG00000183251,79339,OR51B4
ENSG00000279012,79345,OR51B2
ENSG00000176540,79346,OR4C5
ENSG00000206268,7936,NELFE
ENSG00000233801,7936,NELFE
ENSG00000229363,7936,NELFE
ENSG00000231044,7936,NELFE
ENSG00000206357,7936,NELFE
ENSG00000204356,7936,NELFE
ENSG00000123095,79365,BHLHE41
ENSG00000176383,79369,B3GNT4
ENSG00000146070,7941,PLA2G7
ENSG00000112561,7942,TFEB
ENSG00000163820,79443,FYCO1
ENSG00000101197,79444,BIRC7
ENSG00000131019,79465,ULBP3
ENSG00000181001,79473,OR52N1
ENSG00000198674,79490,OR10G6
ENSG00000169906,795,S100G
ENSG00000186092,79501,OR4F5
ENSG00000180658,79541,OR2A4
ENSG00000155249,79544,OR4K1
ENSG00000255804,79549,OR6J1
ENSG00000123989,79586,CHPF
ENSG00000134905,79587,CARS2
ENSG00000143314,79590,MRPL24
ENSG00000110680,796,CALCA
ENSG00000285070,79602,ADIPOR2
ENSG00000006831,79602,ADIPOR2
ENSG00000090661,79603,CERS4
ENSG00000111058,79611,ACSS3
ENSG00000136104,79621,RNASEH2B
ENSG00000158089,79623,GALNT14
ENSG00000140598,79631,EFL1
ENSG00000196159,79633,FAT4
ENSG00000176108,79643,CHMP6
ENSG00000128039,79644,SRD5A3
ENSG00000120137,79646,PANK3
ENSG00000071205,79658,ARHGAP10
ENSG00000187240,79659,DYNC2H1
ENSG00000173281,79660,PPP1R3B
ENSG00000285343,79660,PPP1R3B
ENSG00000140398,79661,NEIL1
ENSG00000160703,79671,NLRX1
ENSG00000134258,79679,VTCN1
ENSG00000164576,79685,SAP30L
ENSG00000119514,79695,GALNT12
ENSG00000175868,797,CALCB
ENSG00000130309,79709,COLGALT1
ENSG00000285248,79711,IPO4
ENSG00000196497,79711,IPO4
ENSG00000127125,79717,PPCS
ENSG00000177565,79718,TBL1XR1
ENSG00000139722,79720,VPS37B
ENSG00000152455,79723,SUV39H2
ENSG00000169957,79724,ZNF768
ENSG00000103091,79726,WDR59
ENSG00000083093,79728,PALB2
ENSG00000137513,79731,NARS2
ENSG00000104946,79735,TBC1D17
ENSG00000105136,79744,ZNF419
ENSG00000140506,79748,LMAN1L
ENSG00000104290,7976,FZD3
ENSG00000102890,79767,ELMO3
ENSG00000164877,79778,MICALL2
ENSG00000105357,79784,MYH14
ENSG00000197497,79788,ZNF665
ENSG00000127922,7979,SEM1
ENSG00000278718,79792,GSDMD
ENSG00000104518,79792,GSDMD
ENSG00000086848,79796,ALG9
ENSG00000140691,79798,ARMC5
ENSG00000278216,79799,UGT2A3
ENSG00000135220,79799,UGT2A3
ENSG00000181090,79813,EHMT1
ENSG00000116771,79814,AGMAT
ENSG00000104953,79816,TLE6
ENSG00000178935,79818,ZNF552
ENSG00000152763,79819,DNAI4
ENSG00000143919,79823,CAMKMT
ENSG00000166908,79837,PIP4K2C
ENSG00000187736,79840,NHEJ1
ENSG00000105131,79852,EPHX3
ENSG00000178462,79861,TUBAL3
ENSG00000188295,79862,ZNF669
ENSG00000101901,79868,ALG13
ENSG00000149532,79869,CPSF7
ENSG00000187720,79875,THSD4
ENSG00000170260,7988,ZNF212
ENSG00000163517,79885,HDAC11
ENSG00000275079,79888,LPCAT1
ENSG00000153395,79888,LPCAT1
ENSG00000083814,79891,ZNF671
ENSG00000176024,79898,ZNF613
ENSG00000135362,79899,PRR5L
ENSG00000004948,799,CALCR
ENSG00000071967,79901,CYBRD1
ENSG00000125450,79902,NUP85
ENSG00000104723,7991,TUSC3
ENSG00000111704,79923,NANOG
ENSG00000128165,79924,ADM2
ENSG00000104691,7993,UBXN8
ENSG00000083168,7994,KAT6A
ENSG00000087299,79944,L2HGDH
ENSG00000117682,79947,DHDDS
ENSG00000160781,79957,PAQR6
ENSG00000145284,79966,SCD5
ENSG00000198342,79973,ZNF442
ENSG00000153303,79981,FRMD1
ENSG00000164181,79993,ELOVL7
ENSG00000122786,800,CALD1
ENSG00000145451,8001,GLRA3
ENSG00000178966,80010,RMI1
ENSG00000133943,80017,DGLUCY
ENSG00000266714,80022,MYO15B
ENSG00000125779,80025,PANK2
ENSG00000137872,80031,SEMA6D
ENSG00000172000,80032,ZNF556
ENSG00000197121,80055,PGAP1
ENSG00000166704,80095,ZNF606
ENSG00000198668,801,CALM1
ENSG00000142556,80110,ZNF614
ENSG00000119508,8013,NR4A3
ENSG00000148334,80142,PTGES2
ENSG00000052723,80143,SIKE1
ENSG00000138759,80144,FRAS1
ENSG00000163634,80145,THOC7
ENSG00000115652,80146,UXS1
ENSG00000162174,80150,ASRGL1
ENSG00000179151,80153,EDC3
ENSG00000166391,80168,MOGAT2
ENSG00000161692,80174,DBF4B
ENSG00000278372,80179,MYO19
ENSG00000278259,80179,MYO19
ENSG00000172732,80198,MUS81
ENSG00000156510,80201,HKDC1
ENSG00000104133,80208,SPG11
ENSG00000126883,8021,NUP214
ENSG00000143374,80222,TARS2
ENSG00000156675,80223,RAB11FIP1
ENSG00000160991,80228,ORAI2
ENSG00000284260,80230,RUFY1
ENSG00000176783,80230,RUFY1
ENSG00000185504,80233,FAAP100
ENSG00000119227,80235,PIGZ
ENSG00000128886,80237,ELL3
ENSG00000278780,80264,ZNF430
ENSG00000118620,80264,ZNF430
ENSG00000116406,80267,EDEM3
ENSG00000136738,8027,STAM
ENSG00000099377,80270,HSD3B7
ENSG00000086544,80271,ITPKC
ENSG00000107611,8029,CUBN
ENSG00000108091,8030,CCDC6
ENSG00000160688,80308,FLAD1
ENSG00000266412,8031,NCOA4
ENSG00000170962,80310,PDGFD
ENSG00000113742,80315,CPEB4
ENSG00000168772,80319,CXXC4
ENSG00000135925,80326,WNT10A
ENSG00000131015,80328,ULBP2
ENSG00000111981,80329,ULBP1
ENSG00000101152,80331,DNAJC5
ENSG00000164091,80335,WDR82
ENSG00000101104,80336,PABPC1L
ENSG00000100344,80339,PNPLA3
ENSG00000101251,80343,SEL1L2
ENSG00000068120,80347,COASY
ENSG00000140395,80349,SKIC8
ENSG00000108061,8036,SHOC2
ENSG00000197646,80380,PDCD1LG2
ENSG00000103855,80381,CD276
ENSG00000143933,805,CALM2
ENSG00000110435,8050,PDHX
ENSG00000175592,8061,FOSL1
ENSG00000166266,8065,CUL5
ENSG00000167671,80700,UBXN6
ENSG00000135917,80704,SLC19A3
ENSG00000123576,80712,ESX1
ENSG00000235336,80736,SLC44A4
ENSG00000203463,80736,SLC44A4
ENSG00000232180,80736,SLC44A4
ENSG00000229077,80736,SLC44A4
ENSG00000231479,80736,SLC44A4
ENSG00000206378,80736,SLC44A4
ENSG00000228263,80736,SLC44A4
ENSG00000204385,80736,SLC44A4
ENSG00000118972,8074,FGF23
ENSG00000134548,80763,SPX
ENSG00000196378,80778,ZNF34
ENSG00000182871,80781,COL18A1
ENSG00000160014,808,CALM3
ENSG00000283009,80818,ZNF436
ENSG00000125945,80818,ZNF436
ENSG00000280962,80824,DUSP16
ENSG00000111266,80824,DUSP16
ENSG00000179002,80834,TAS1R2
ENSG00000173662,80835,TAS1R1
ENSG00000167548,8085,KMT2D
ENSG00000145391,80854,SETD7
ENSG00000094914,8086,AAAS
ENSG00000135838,80896,NPL
ENSG00000149948,8091,HMGA2
ENSG00000282844,81,ACTN4
ENSG00000130402,81,ACTN4
ENSG00000178363,810,CALML3
ENSG00000101162,81027,TUBB1
ENSG00000111186,81029,WNT5B
ENSG00000124256,81030,ZBP1
ENSG00000158270,81035,COLEC12
ENSG00000196578,81050,OR5AC2
ENSG00000100836,8106,PABPN1
ENSG00000130538,81061,OR11H1
ENSG00000176695,81099,OR4F17
ENSG00000179218,811,CALR
ENSG00000205683,8110,DPF3
ENSG00000169488,81127,OR4K15
ENSG00000100721,8115,TCL1A
ENSG00000167822,81168,OR8J3
ENSG00000103723,8120,AP3B2
ENSG00000176893,81282,OR51G2
ENSG00000167332,81285,OR51E2
ENSG00000181927,81300,OR4P4
ENSG00000181939,81309,OR4C15
ENSG00000103148,8131,NPRL3
ENSG00000221840,81318,OR4A5
ENSG00000181961,81327,OR4A16
